ResultID,WOID,MachineID,MachineName,ChecklistID,TaskNo,TaskDescription,TaskType,AcceptanceStandard,Mandatory,SafetyCritical,Result,MeasuredValue,Observation,TechID,RecordedDate,AbnormalityRaised
WO-00133-T06,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-06,2025-06-02,No
WO-00133-T07,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-06,2025-06-02,No
WO-00133-T08,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00133-T09,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00134-T01,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-05,2025-05-25,No
WO-00134-T02,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-05,2025-05-25,No
WO-00134-T03,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,20.11,,TECH-05,2025-05-25,No
WO-00134-T04,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-05,2025-05-25,No
WO-00134-T05,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,7.77,,TECH-05,2025-05-25,No
WO-00134-T06,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-05,2025-05-25,No
WO-00134-T07,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-05,2025-05-25,No
WO-00134-T08,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-05,2025-05-25,No
WO-00134-T09,WO-00134,MC-018,HT Compressor AC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2025-05-25,No
WO-00135-T01,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-05,2025-07-05,No
WO-00135-T02,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,36.22,,TECH-05,2025-07-05,No
WO-00135-T03,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-05,2025-07-05,No
WO-00135-T04,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-05,2025-07-05,No
WO-00135-T05,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,Not OK,21.42,Deviation observed - abnormality raised,TECH-05,2025-07-05,Yes
WO-00135-T06,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,34.89,,TECH-05,2025-07-05,No
WO-00135-T07,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,13.16,,TECH-05,2025-07-05,No
WO-00135-T08,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-05,2025-07-05,No
WO-00135-T09,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-05,2025-07-05,No
WO-00135-T10,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,39.58,,TECH-05,2025-07-05,No
WO-00135-T11,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-05,2025-07-05,No
WO-00135-T12,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2025-07-05,No
WO-00135-T13,WO-00135,MC-014,Sealed Quench SQ-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-05,2025-07-05,No
WO-00136-T01,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-02,2025-07-12,No
WO-00136-T02,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,13.96,,TECH-02,2025-07-12,No
WO-00136-T03,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-02,2025-07-12,No
WO-00136-T04,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-02,2025-07-12,No
WO-00136-T05,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,26.03,,TECH-02,2025-07-12,No
WO-00136-T06,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,33.88,,TECH-02,2025-07-12,No
WO-00136-T07,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,46.16,,TECH-02,2025-07-12,No
WO-00136-T08,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-02,2025-07-12,No
WO-00136-T09,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-02,2025-07-12,No
WO-00136-T10,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,Not OK,37.49,Deviation observed - abnormality raised,TECH-02,2025-07-12,Yes
WO-00136-T11,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-02,2025-07-12,No
WO-00136-T12,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-07-12,No
WO-00136-T13,WO-00136,MC-015,Sealed Quench SQ-02,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-02,2025-07-12,No
WO-00137-T01,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-06,2025-07-18,No
WO-00137-T02,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,2.22,,TECH-06,2025-07-18,No
WO-00137-T03,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-06,2025-07-18,No
WO-00137-T04,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-06,2025-07-18,No
WO-00137-T05,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,Not OK,16.76,Deviation observed - abnormality raised,TECH-06,2025-07-18,Yes
WO-00137-T06,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,45.86,,TECH-06,2025-07-18,No
WO-00137-T07,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,55.33,,TECH-06,2025-07-18,No
WO-00137-T08,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-06,2025-07-18,No
WO-00137-T09,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-06,2025-07-18,No
WO-00137-T10,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,21.39,,TECH-06,2025-07-18,No
WO-00137-T11,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-06,2025-07-18,No
WO-00137-T12,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-07-18,No
WO-00137-T13,WO-00137,MC-016,Tempering Furnace TF-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-06,2025-07-18,No
WO-00138-T01,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-05,2025-07-23,Yes
WO-00138-T02,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-05,2025-07-23,No
WO-00138-T03,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,5.96,,TECH-05,2025-07-23,No
WO-00138-T04,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-05,2025-07-23,No
WO-00138-T05,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,32.06,,TECH-05,2025-07-23,No
WO-00138-T06,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-05,2025-07-23,No
WO-00138-T07,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-05,2025-07-23,No
WO-00138-T08,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-05,2025-07-23,No
WO-00138-T09,WO-00138,MC-017,Quench Oil Chiller CH-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2025-07-23,No
WO-00139-T01,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-07-27,No
WO-00139-T02,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,Not OK,,Deviation observed - abnormality raised,TECH-02,2025-07-27,Yes
WO-00139-T03,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,53.06,,TECH-02,2025-07-27,No
WO-00139-T04,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-02,2025-07-27,No
WO-00139-T05,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,9.76,,TECH-02,2025-07-27,No
WO-00139-T06,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-02,2025-07-27,No
WO-00139-T07,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-02,2025-07-27,No
WO-00139-T08,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-02,2025-07-27,No
WO-00139-T09,WO-00139,MC-018,HT Compressor AC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-07-27,No
WO-00140-T01,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-02,2025-11-06,No
WO-00140-T02,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,36.62,,TECH-02,2025-11-06,No
WO-00140-T03,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-02,2025-11-06,No
WO-00140-T04,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-02,2025-11-06,No
WO-00140-T05,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,25.14,,TECH-02,2025-11-06,No
WO-00140-T06,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,13.33,,TECH-02,2025-11-06,No
WO-00140-T07,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,30.98,,TECH-02,2025-11-06,No
WO-00140-T08,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-02,2025-11-06,No
WO-00140-T09,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-02,2025-11-06,No
WO-00140-T10,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,21.04,,TECH-02,2025-11-06,No
WO-00140-T11,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-02,2025-11-06,No
WO-00140-T12,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-11-06,No
WO-00140-T13,WO-00140,MC-014,Sealed Quench SQ-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-02,2025-11-06,No
WO-00141-T01,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-06,2025-11-13,No
WO-00141-T02,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,3.2,,TECH-06,2025-11-13,No
WO-00141-T03,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-06,2025-11-13,No
WO-00141-T04,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-06,2025-11-13,No
WO-00141-T05,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,24.02,,TECH-06,2025-11-13,No
WO-00141-T06,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,36.16,,TECH-06,2025-11-13,No
WO-00141-T07,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,0.96,,TECH-06,2025-11-13,No
WO-00141-T08,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-06,2025-11-13,No
WO-00141-T09,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-06,2025-11-13,No
WO-00141-T10,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,18.43,,TECH-06,2025-11-13,No
WO-00141-T11,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-06,2025-11-13,No
WO-00141-T12,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-11-13,No
WO-00141-T13,WO-00141,MC-015,Sealed Quench SQ-02,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-06,2025-11-13,No
WO-00142-T01,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-05,2025-11-17,No
WO-00142-T02,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,30.09,,TECH-05,2025-11-17,No
WO-00142-T03,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-05,2025-11-17,No
WO-00142-T04,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-05,2025-11-17,No
WO-00142-T05,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,26.12,,TECH-05,2025-11-17,No
WO-00142-T06,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,8.19,,TECH-05,2025-11-17,No
WO-00142-T07,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,32.19,,TECH-05,2025-11-17,No
WO-00142-T08,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-05,2025-11-17,No
WO-00142-T09,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-05,2025-11-17,No
WO-00142-T10,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,14.19,,TECH-05,2025-11-17,No
WO-00142-T11,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-05,2025-11-17,No
WO-00142-T12,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2025-11-17,No
WO-00142-T13,WO-00142,MC-016,Tempering Furnace TF-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-05,2025-11-17,No
WO-00143-T01,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-02,2025-11-20,Yes
WO-00143-T02,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-02,2025-11-20,No
WO-00143-T03,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,26.46,,TECH-02,2025-11-20,No
WO-00143-T04,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-02,2025-11-20,No
WO-00143-T05,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,27.86,,TECH-02,2025-11-20,No
WO-00143-T06,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-02,2025-11-20,No
WO-00143-T07,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-02,2025-11-20,No
WO-00143-T08,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-02,2025-11-20,No
WO-00143-T09,WO-00143,MC-017,Quench Oil Chiller CH-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-11-20,No
WO-00144-T01,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-06,2025-11-26,No
WO-00144-T02,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-06,2025-11-26,No
WO-00144-T03,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,17.73,,TECH-06,2025-11-26,No
WO-00144-T04,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-06,2025-11-26,No
WO-00144-T05,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,24.6,,TECH-06,2025-11-26,No
WO-00144-T06,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-06,2025-11-26,No
WO-00144-T07,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,Not OK,,Deviation observed - abnormality raised,TECH-06,2025-11-26,Yes
WO-00144-T08,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-06,2025-11-26,No
WO-00144-T09,WO-00144,MC-018,HT Compressor AC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-11-26,No
WO-00145-T01,WO-00145,MC-014,Sealed Quench SQ-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-06,2026-02-08,No
WO-00145-T02,WO-00145,MC-014,Sealed Quench SQ-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,Not OK,50.75,Deviation observed - abnormality raised,TECH-06,2026-02-08,Yes
